episode,steps,return
1437,106,-157.0
1438,200,-272.0
1439,200,-290.0
1440,200,-290.0
1441,200,-290.0
1442,200,-281.0
1443,192,-243.0
1444,200,-272.0
1445,200,-263.0
1446,200,-299.0
1447,200,-281.0
1448,200,-308.0
1449,200,-299.0
1450,200,-254.0
1451,200,-272.0
1452,86,-83.0
1453,200,-272.0
1454,14,7.0
1455,200,-308.0
1456,200,-254.0
1457,200,-299.0
1458,200,-290.0
1459,200,-290.0
1460,200,-326.0
1461,200,-227.0
1462,200,-254.0
1463,200,-272.0
1464,200,-254.0
1465,200,-236.0
1466,200,-254.0
1467,200,-317.0
1468,200,-326.0
1469,200,-245.0
1470,200,-245.0
1471,200,-299.0
1472,200,-245.0
1473,142,-193.0
1474,200,-308.0
1475,200,-290.0
1476,200,-254.0
1477,180,-258.0
1478,129,-144.0
1479,34,-40.0
1480,200,-272.0
1481,200,-290.0
1482,108,-114.0
1483,200,-308.0
1484,200,-290.0
1485,200,-254.0
1486,200,-335.0
1487,200,-236.0
1488,200,-299.0
1489,200,-317.0
1490,200,-326.0
1491,200,-281.0
1492,200,-281.0
1493,200,-272.0
1494,200,-272.0
